"username";"taskname";"engineType";"searchquery";"datetimestart";"datetimefinish"
"soentgen";"Conceptual-Design";\N;"536";"2020-12-04 19:56:16";"2020-12-04 20:36:17"
"soentgen";"Middleware-Search";\N;"557";"2020-12-04 22:01:44";"2020-12-04 22:42:29"
"soentgen";"Middleware-Search";\N;"561";"2020-12-04 22:01:44";"2020-12-04 22:42:29"
"soentgen";"Middleware-Search";\N;"573";"2020-12-04 22:01:44";"2020-12-04 22:42:29"
"soentgen";"Messaging-Evaluation";\N;"542";"2020-12-04 20:36:18";"2020-12-04 22:01:44"
"soentgen";"Messaging-Evaluation";\N;"546";"2020-12-04 20:36:18";"2020-12-04 22:01:44"
"soentgen";"Messaging-Evaluation";\N;"549";"2020-12-04 20:36:18";"2020-12-04 22:01:44"
"stg";"Middleware-Search";\N;"1026";"2020-12-07 18:13:39";"2020-12-07 20:35:02"
"stg";"Middleware-Search";\N;"1029";"2020-12-07 18:13:39";"2020-12-07 20:35:02"
"stg";"Middleware-Search";\N;"1030";"2020-12-07 18:13:39";"2020-12-07 20:35:02"
"stg";"JSON-Search";\N;"700";"2020-12-06 04:16:59";"2020-12-06 05:51:54"
"stg";"JSON-Search";\N;"711";"2020-12-06 04:16:59";"2020-12-06 05:51:54"
"stg";"JSON-Search";\N;"712";"2020-12-06 04:16:59";"2020-12-06 05:51:54"
"stg";"Messaging-Evaluation";\N;"1033";"2020-12-08 04:39:28";"2020-12-08 05:40:18"
"stg";"Messaging-Evaluation";\N;"1036";"2020-12-08 04:39:28";"2020-12-08 05:40:18"
"stg";"Messaging-Evaluation";\N;"1037";"2020-12-08 04:39:28";"2020-12-08 05:40:18"
"ton";"Middleware-Search";\N;"76";"2020-12-01 08:16:45";"2020-12-01 08:40:23"
"ton";"Middleware-Search";\N;"112";"2020-12-01 08:55:02";"2020-12-01 09:08:01"
"ton";"Middleware-Search";\N;"384";"2020-12-03 09:05:51";"2020-12-03 09:15:50"
"ton";"Messaging-Evaluation";\N;"839";"2020-12-06 13:40:19";\N
"trivedi";"Conceptual-Design";\N;"698";"2020-12-06 03:37:43";"2020-12-06 09:01:52"
"trivedi";"Conceptual-Design";\N;"715";"2020-12-06 03:37:43";"2020-12-06 09:01:52"
"trivedi";"Conceptual-Design";\N;"747";"2020-12-06 03:37:43";"2020-12-06 09:01:52"
"trivedi";"JSON-Search";\N;"749";"2020-12-06 09:01:52";"2020-12-06 11:05:57"
"trivedi";"JSON-Search";\N;"802";"2020-12-06 12:11:55";"2020-12-06 12:43:32"
"trivedi";"Messaging-Evaluation";\N;"832";"2020-12-06 12:43:32";"2020-12-06 13:30:01"
"user1";"JSON-Search";\N;"23";"2020-11-30 12:55:56";"2020-11-30 13:01:29"
"user1";"Messaging-Evaluation";\N;"22";"2020-11-30 12:54:31";"2020-11-30 12:56:24"
"usmanova";"Physical-Design";\N;"596";"2020-12-05 07:50:27";"2020-12-05 08:04:23"
"usmanova";"Physical-Design";\N;"601";"2020-12-05 08:48:45";"2020-12-05 08:58:17"
"usmanova";"Physical-Design";\N;"605";"2020-12-05 09:07:38";"2020-12-05 09:25:14"
"usmanova";"Big-Data-Stream-Evaluation";\N;"166";"2020-12-01 12:10:45";"2020-12-01 12:37:21"
"usmanova";"Big-Data-Stream-Evaluation";\N;"227";"2020-12-01 12:37:51";"2020-12-01 12:53:08"
"usmanova";"Big-Data-Stream-Evaluation";\N;"254";"2020-12-01 12:53:29";"2020-12-01 13:01:44"
"usmanova";"Big-Data-Stream-Evaluation";\N;"262";"2020-12-01 13:02:14";"2020-12-01 13:14:45"
"usmanova";"Big-Data-Stream-Evaluation";\N;"268";"2020-12-01 13:15:06";"2020-12-01 13:29:45"
"usmanova";"Big-Data-Stream-Evaluation";\N;"273";"2020-12-01 13:30:08";"2020-12-01 13:40:11"
"usmanova";"JSON-Search";\N;"445";"2020-12-04 08:28:16";"2020-12-04 08:38:53"
"usmanova";"JSON-Search";\N;"446";"2020-12-04 08:39:19";"2020-12-04 08:54:30"
"usmanova";"JSON-Search";\N;"447";"2020-12-04 08:54:50";"2020-12-04 09:08:55"
"wicker";"Big-Data-Stream-Evaluation";\N;"918";"2020-12-06 18:12:23";"2020-12-06 18:48:40"
"wicker";"Big-Data-Stream-Evaluation";\N;"923";"2020-12-06 18:12:23";"2020-12-06 18:48:40"
"wicker";"Big-Data-Stream-Evaluation";\N;"931";"2020-12-06 18:12:23";"2020-12-06 18:48:40"
"wicker";"Conceptual-Design";\N;"958";"2020-12-06 18:48:37";"2020-12-06 20:21:21"
"wicker";"Conceptual-Design";\N;"971";"2020-12-06 18:48:37";"2020-12-06 20:21:21"
"wicker";"Conceptual-Design";\N;"983";"2020-12-06 18:48:37";"2020-12-06 20:21:21"
"wicker";"JSON-Search";\N;"67";"2020-12-01 07:43:54";"2020-12-01 08:43:59"
"wicker";"JSON-Search";\N;"80";"2020-12-01 07:43:54";"2020-12-01 08:43:59"
"wicker";"JSON-Search";\N;"100";"2020-12-01 07:43:54";"2020-12-01 08:43:59"
"wiesendanger";"Physical-Design";\N;"161";"2020-12-01 12:09:13";\N
"wiesendanger";"Physical-Design";\N;"178";"2020-12-01 12:09:13";\N
"wiesendanger";"Physical-Design";\N;"202";"2020-12-01 12:09:13";\N
"wiesendanger";"Physical-Design";\N;"229";"2020-12-01 12:09:13";\N
"wiesendanger";"JSON-Search";\N;"393";"2020-12-03 13:29:13";"2020-12-03 16:29:23"
"wiesendanger";"JSON-Search";\N;"397";"2020-12-03 13:29:13";"2020-12-03 16:29:23"
"wiesendanger";"JSON-Search";\N;"399";"2020-12-03 13:29:13";"2020-12-03 16:29:23"
"wiesendanger";"JSON-Search";\N;"402";"2020-12-03 13:29:13";"2020-12-03 16:29:23"
"wiesendanger";"JSON-Search";\N;"404";"2020-12-03 13:29:13";"2020-12-03 16:29:23"
"wiesendanger";"JSON-Search";\N;"409";"2020-12-03 13:29:13";"2020-12-03 16:29:23"
"wiesendanger";"JSON-Search";\N;"412";"2020-12-03 13:29:13";"2020-12-03 16:29:23"
"wiesendanger";"JSON-Search";\N;"413";"2020-12-03 13:29:13";"2020-12-03 16:29:23"
"wiesendanger";"JSON-Search";\N;"414";"2020-12-03 13:29:13";"2020-12-03 16:29:23"
"windler";"Physical-Design";\N;"1006";"2020-12-06 22:20:38";"2020-12-06 22:44:49"
"windler";"Physical-Design";\N;"1009";"2020-12-06 22:20:38";"2020-12-06 22:44:49"
"windler";"JSON-Search";\N;"79";"2020-12-01 08:07:28";"2020-12-06 21:57:41"
"windler";"JSON-Search";\N;"998";"2020-12-01 08:07:28";"2020-12-06 21:57:41"
"windler";"JSON-Search";\N;"999";"2020-12-01 08:07:28";"2020-12-06 21:57:41"
"windler";"Messaging-Evaluation";\N;"1001";"2020-12-06 21:57:42";"2020-12-06 22:20:38"
"windler";"Messaging-Evaluation";\N;"1002";"2020-12-06 21:57:42";"2020-12-06 22:20:38"
"windler";"Messaging-Evaluation";\N;"1004";"2020-12-06 21:57:42";"2020-12-06 22:20:38"
"zabiensky";"Conceptual-Design";\N;"613";"2020-12-05 12:48:22";"2020-12-05 13:57:03"
"zabiensky";"Conceptual-Design";\N;"614";"2020-12-05 12:48:22";"2020-12-05 13:57:03"
"zabiensky";"Conceptual-Design";\N;"615";"2020-12-05 12:48:22";"2020-12-05 13:57:03"
"zabiensky";"JSON-Search";\N;"426";"2020-12-03 16:55:22";"2020-12-03 17:35:38"
"zabiensky";"JSON-Search";\N;"427";"2020-12-03 16:55:22";"2020-12-03 17:35:38"
"zabiensky";"JSON-Search";\N;"431";"2020-12-03 16:55:22";"2020-12-03 17:35:38"
"zabiensky";"Messaging-Evaluation";\N;"432";"2020-12-03 17:35:30";"2020-12-05 12:48:32"
"zabiensky";"Messaging-Evaluation";\N;"433";"2020-12-03 17:35:30";"2020-12-05 12:48:32"
"zabiensky";"Messaging-Evaluation";\N;"434";"2020-12-03 17:35:30";"2020-12-05 12:48:32"
"zapatka";"Big-Data-Stream-Evaluation";\N;"381";"2020-12-03 07:57:05";"2020-12-03 09:46:54"
"zapatka";"Big-Data-Stream-Evaluation";\N;"382";"2020-12-03 07:57:05";"2020-12-03 09:46:54"
"zapatka";"Big-Data-Stream-Evaluation";\N;"390";"2020-12-03 12:29:59";"2020-12-03 12:46:18"
"zapatka";"Conceptual-Design";\N;"148";"2020-12-01 11:57:58";"2020-12-01 13:11:08"
"zapatka";"Conceptual-Design";\N;"221";"2020-12-01 11:57:58";"2020-12-01 13:11:08"
"zapatka";"Conceptual-Design";\N;"256";"2020-12-01 11:57:58";"2020-12-01 13:11:08"
"zapatka";"Middleware-Search";\N;"345";"2020-12-02 15:32:08";"2020-12-02 17:48:25"
"zapatka";"Middleware-Search";\N;"346";"2020-12-02 15:32:08";"2020-12-02 17:48:25"
"zapatka";"Middleware-Search";\N;"348";"2020-12-02 15:32:08";"2020-12-02 17:48:25"
"zimmermann";"Big-Data-Stream-Evaluation";\N;"481";"2020-12-04 12:54:46";"2020-12-04 14:04:26"
"zimmermann";"Big-Data-Stream-Evaluation";\N;"493";"2020-12-04 12:54:46";"2020-12-04 14:04:26"
"zimmermann";"Big-Data-Stream-Evaluation";\N;"507";"2020-12-04 12:54:46";"2020-12-04 14:04:26"
"zimmermann";"Conceptual-Design";\N;"169";"2020-12-01 12:13:39";"2020-12-01 13:27:05"
"zimmermann";"Conceptual-Design";\N;"235";"2020-12-01 12:13:39";"2020-12-01 13:27:05"
"zimmermann";"Conceptual-Design";\N;"261";"2020-12-01 12:13:39";"2020-12-01 13:27:05"
"zimmermann";"Middleware-Search";\N;"456";"2020-12-04 10:29:20";"2020-12-04 12:54:46"
"zimmermann";"Middleware-Search";\N;"471";"2020-12-04 10:29:20";"2020-12-04 12:54:46"
"zimmermann";"Middleware-Search";\N;"472";"2020-12-04 10:29:20";"2020-12-04 12:54:46"
